Distance,Physical Error Probability,Logical Error Probability,Error Bar
7,0.09142857142857143,0.1715,0.00842875287334965
7,0.09530612244897958,0.209,0.009091727008660126
7,0.09918367346938775,0.2315,0.009431536195127493
7,0.10306122448979592,0.231,0.009424409795843983
7,0.10693877551020407,0.2385,0.009529369076701773
7,0.11081632653061224,0.2645,0.009862549112678731
7,0.11469387755102041,0.271,0.009938787652425219
7,0.11857142857142856,0.297,0.010217411609600545
7,0.12244897959183673,0.3005,0.010251823008616564
7,0.1263265306122449,0.3095,0.010337063170939801
7,0.13020408163265307,0.325,0.010473180032826705
7,0.13408163265306122,0.3325,0.010534318914861084
7,0.1379591836734694,0.346,0.010636822833910509
7,0.14183673469387756,0.371,0.01080182854890782
7,0.1457142857142857,0.3705,0.010798836742908931
7,0.1495918367346939,0.389,0.010901353127020516
7,0.15346938775510205,0.408,0.010989449485756782
7,0.1573469387755102,0.3795,0.010850800661702343
7,0.16122448979591839,0.3865,0.010888474411045838
7,0.16510204081632654,0.4145,0.011015664982196945
7,0.1689795918367347,0.395,0.010931033802893484
7,0.17285714285714288,0.413,0.011009791097019052
7,0.17673469387755103,0.4335,0.011081014168387296
7,0.18061224489795918,0.4445,0.011111249929688378
7,0.18448979591836737,0.437,0.01109123527836282
7,0.18836734693877552,0.4345,0.011083991835074582
7,0.19224489795918367,0.431,0.011073368954387819
7,0.19612244897959186,0.4485,0.01112087563998447
7,0.2,0.4545,0.011133951454896865
Distance,Physical Error Probability,Logical Error Probability,Error Bar
9,0.01,0.0,0.0
9,0.013877551020408163,0.0005,0.0004998749843710925
9,0.017755102040816328,0.0025,0.001116635571706365
9,0.021632653061224492,0.0055,0.0016537457482938543
9,0.025510204081632654,0.0095,0.002169072382379159
9,0.029387755102040815,0.0135,0.0025804796065847916
9,0.03326530612244898,0.018,0.0029728773940409987
9,0.037142857142857144,0.022,0.003279939023823461
9,0.041020408163265305,0.0305,0.0038451105315712316
9,0.04489795918367347,0.053,0.005009540897128199
9,0.048775510204081635,0.062,0.005392402062161166
9,0.052653061224489796,0.0695,0.005686376262612245
9,0.056530612244897964,0.0915,0.00644700511865781
9,0.060408163265306125,0.115,0.007133547504573023
9,0.06428571428571428,0.1365,0.007676840170278394
9,0.06816326530612245,0.145,0.007873214083206426
9,0.07204081632653062,0.154,0.008071059410015515
9,0.07591836734693877,0.1875,0.008727650027355588
9,0.07979591836734694,0.217,0.009217130790001842
9,0.08367346938775509,0.2195,0.009255262016820486
9,0.08755102040816326,0.2365,0.009501782727467515
9,0.09142857142857143,0.2265,0.009359427065798419
9,0.09530612244897958,0.266,0.009880384607898621
9,0.09918367346938775,0.278,0.010017884008112692
9,0.10306122448979592,0.31,0.010341663309158734
9,0.10693877551020407,0.3135,0.010373469766669204
9,0.11081632653061224,0.325,0.010473180032826705
9,0.11469387755102041,0.345,0.010629557845931316
9,0.11857142857142856,0.35,0.01066536450385077
9,0.12244897959183673,0.3505,0.010668874120543367
9,0.1263265306122449,0.3675,0.010780624981883008
9,0.13020408163265307,0.377,0.01083676612278774
9,0.13408163265306122,0.384,0.010875293099498515
9,0.1379591836734694,0.4225,0.01104521955417818
9,0.14183673469387756,0.392,0.010916409666186039
9,0.1457142857142857,0.415,0.011017599557072311
9,0.1495918367346939,0.432,0.011076461528845753
9,0.15346938775510205,0.446,0.011114944894150398
9,0.1573469387755102,0.4645,0.011152124237112856
9,0.16122448979591839,0.4435,0.011108729675349921
9,0.16510204081632654,0.449,0.01112202769282652
9,0.1689795918367347,0.451,0.011126522367748155
9,0.17285714285714288,0.4525,0.011129774256470793
9,0.17673469387755103,0.429,0.011067045676240792
9,0.18061224489795918,0.449,0.01112202769282652
9,0.18448979591836737,0.4855,0.011175637565705143
9,0.18836734693877552,0.48,0.011171392035015153
9,0.19224489795918367,0.473,0.011164027051203344
9,0.19612244897959186,0.475,0.011166355717063647
9,0.2,0.465,0.011152914417317117
Distance,Physical Error Probability,Logical Error Probability,Error Bar
5,1e-06,0.0,0.0
5,0.0013523378378378379,0.0,0.0
5,0.002703675675675676,0.0,0.0
5,0.0040550135135135135,0.0,0.0
5,0.005406351351351352,0.0,0.0
5,0.00675768918918919,0.0,0.0
5,0.008109027027027026,0.0,0.0
5,0.009460364864864864,0.0015,0.0008653756409791069
5,0.010811702702702703,0.0005,0.0004998749843710925
5,0.012163040540540541,0.0005,0.0004998749843710925
5,0.01351437837837838,0.0,0.0
5,0.014865716216216216,0.0015,0.0008653756409791069
5,0.016217054054054054,0.0025,0.001116635571706365
5,0.017568391891891893,0.001,0.0007067531393633848
5,0.01891972972972973,0.006,0.0017268468374467957
5,0.02027106756756757,0.005,0.0015771810295587506
5,0.021622405405405408,0.0035,0.0013205585939290994
5,0.022973743243243246,0.0035,0.0013205585939290994
5,0.024325081081081085,0.008,0.0019919839356781974
5,0.025676418918918923,0.005,0.0015771810295587506
5,0.02702775675675676,0.0045,0.0014966211945579282
5,0.028379094594594596,0.008,0.0019919839356781974
5,0.029730432432432435,0.011,0.002332273568859365
5,0.031081770270270273,0.011,0.002332273568859365
5,0.03243310810810811,0.014,0.002627165773224065
5,0.03378444594594595,0.008,0.0019919839356781974
5,0.035135783783783785,0.0175,0.002932042803234632
5,0.03648712162162163,0.0195,0.0030919047527373806
5,0.03783845945945946,0.0205,0.00316857617866448
5,0.0391897972972973,0.024,0.00342227994179319
5,0.04054113513513514,0.017,0.002890588175441116
5,0.04189247297297298,0.03,0.00381444622455213
5,0.043243810810810815,0.0185,0.003013117156700018
5,0.04459514864864865,0.0315,0.0039056209493497957
5,0.04594648648648649,0.0325,0.003965081966365891
5,0.04729782432432433,0.0325,0.003965081966365891
5,0.04864916216216217,0.0305,0.0038451105315712316
5,0.0500005,0.043,0.004536022486716748
5,0.051351837837837845,0.0405,0.004407933189148856
5,0.05270317567567568,0.0525,0.004987171041783107
5,0.05405451351351352,0.049,0.0048269555622566076
5,0.05540585135135136,0.045,0.004635461142108733
5,0.05675718918918919,0.0545,0.005075911248239078
5,0.058108527027027033,0.051,0.004919298730510275
5,0.05945986486486487,0.0545,0.005075911248239078
5,0.06081120270270271,0.055,0.005097793640389928
5,0.062162540540540545,0.056,0.005141206084179081
5,0.06351387837837838,0.0735,0.005835141386461857
5,0.06486521621621621,0.076,0.005925537950262406
5,0.06621655405405406,0.069,0.005667406814408156
5,0.0675678918918919,0.071,0.005742778073371807
5,0.06891922972972973,0.0805,0.006083574196144894
5,0.07027056756756757,0.0745,0.005871530890662162
5,0.07162190540540542,0.086,0.0062691307212403855
5,0.07297324324324325,0.0895,0.006383171233799075
5,0.07432458108108109,0.088,0.006334666526345329
5,0.07567591891891892,0.1035,0.006811304941052044
5,0.07702725675675676,0.0995,0.006693270874542581
5,0.0783785945945946,0.1075,0.0069261731858220234
5,0.07972993243243244,0.121,0.007292427579345577
5,0.08108127027027028,0.117,0.007187176079657434
5,0.08243260810810811,0.1055,0.006869124762296867
5,0.08378394594594596,0.1155,0.007147018609182433
5,0.0851352837837838,0.1125,0.0070655413805312895
5,0.08648662162162163,0.1175,0.007200477414727443
5,0.08783795945945946,0.121,0.007292427579345577
5,0.0891892972972973,0.129,0.007495298526409739
5,0.09054063513513515,0.135,0.007641171376170017
5,0.09189197297297298,0.1455,0.007884470495854494
5,0.09324331081081082,0.14,0.00775886589650833
5,0.09459464864864865,0.1465,0.007906887820122402
5,0.0959459864864865,0.1625,0.00824905297594821
5,0.09729732432432434,0.155,0.008092434738692676
5,0.09864866216216217,0.1545,0.008081761874739938
5,0.1,0.1695,0.008389569416841366
Distance,Physical Error Probability,Logical Error Probability,Error Bar
7,1e-06,0.0,0.0
7,0.0013523378378378379,0.0,0.0
7,0.002703675675675676,0.0,0.0
7,0.0040550135135135135,0.0,0.0
7,0.005406351351351352,0.0,0.0
7,0.00675768918918919,0.0,0.0
7,0.008109027027027026,0.0,0.0
7,0.009460364864864864,0.0,0.0
7,0.010811702702702703,0.0,0.0
7,0.012163040540540541,0.0,0.0
7,0.01351437837837838,0.0005,0.0004998749843710925
7,0.014865716216216216,0.0015,0.0008653756409791069
7,0.016217054054054054,0.002,0.0009989994994993741
7,0.017568391891891893,0.005,0.0015771810295587506
7,0.01891972972972973,0.0015,0.0008653756409791069
7,0.02027106756756757,0.002,0.0009989994994993741
7,0.021622405405405408,0.005,0.0015771810295587506
7,0.022973743243243246,0.004,0.001411382301150188
7,0.024325081081081085,0.0065,0.0017969070649312946
7,0.025676418918918923,0.006,0.0017268468374467957
7,0.02702775675675676,0.008,0.0019919839356781974
7,0.028379094594594596,0.0085,0.0020527725154044713
7,0.029730432432432435,0.0095,0.002169072382379159
7,0.031081770270270273,0.009,0.002111752826445368
7,0.03243310810810811,0.01,0.0022248595461286987
7,0.03378444594594595,0.0175,0.002932042803234632
7,0.035135783783783785,0.016,0.0028057084666800293
7,0.03648712162162163,0.015,0.0027179955849853765
7,0.03783845945945946,0.022,0.003279939023823461
7,0.0391897972972973,0.022,0.003279939023823461
7,0.04054113513513514,0.0205,0.00316857617866448
7,0.04189247297297298,0.03,0.00381444622455213
7,0.043243810810810815,0.0365,0.004193313129257103
7,0.04459514864864865,0.034,0.0040524066923249445
7,0.04594648648648649,0.0365,0.004193313129257103
7,0.04729782432432433,0.0415,0.004459694496263169
7,0.04864916216216217,0.048,0.0047799581588126895
7,0.0500005,0.053,0.005009540897128199
7,0.051351837837837845,0.049,0.0048269555622566076
7,0.05270317567567568,0.0615,0.005372045699731156
7,0.05405451351351352,0.0605,0.005331029450303197
7,0.05540585135135136,0.0585,0.0052477495176503994
7,0.05675718918918919,0.0725,0.005798437289477226
7,0.058108527027027033,0.064,0.005472842040475863
7,0.05945986486486487,0.079,0.006031542091372653
7,0.06081120270270271,0.0805,0.006083574196144894
7,0.062162540540540545,0.0905,0.006415206543830058
7,0.06351387837837838,0.091,0.006431135203057078
7,0.06486521621621621,0.085,0.0062359842847781455
7,0.06621655405405406,0.095,0.006556485338960197
7,0.0675678918918919,0.105,0.006854742883580682
7,0.06891922972972973,0.106,0.0068834584330843464
7,0.07027056756756757,0.1245,0.007382403064043577
7,0.07162190540540542,0.116,0.0071604469134265636
7,0.07297324324324325,0.1125,0.0070655413805312895
7,0.07432458108108109,0.1265,0.007432958697584697
7,0.07567591891891892,0.135,0.007641171376170017
7,0.07702725675675676,0.1395,0.007747249511923571
7,0.0783785945945946,0.1555,0.008103078118838545
7,0.07972993243243244,0.138,0.007712198130234985
7,0.08108127027027028,0.1415,0.007793514932301086
7,0.08243260810810811,0.153,0.008049565205649308
7,0.08378394594594596,0.1715,0.00842875287334965
7,0.0851352837837838,0.171,0.008418996377241174
7,0.08648662162162163,0.1675,0.008349962574766428
7,0.08783795945945946,0.172,0.0084384832760396
7,0.0891892972972973,0.182,0.00862774593969943
7,0.09054063513513515,0.1965,0.008885036578427801
7,0.09189197297297298,0.1855,0.008691655480977141
7,0.09324331081081082,0.181,0.008609268261588785
7,0.09459464864864865,0.1975,0.00890207138816579
7,0.0959459864864865,0.2185,0.009240068993248914
7,0.09729732432432434,0.216,0.00920173896608679
7,0.09864866216216217,0.2325,0.009445733163709422
7,0.1,0.237,0.009508706536643142
Distance,Physical Error Probability,Logical Error Probability,Error Bar
9,1e-06,0.0,0.0
9,0.0013523378378378379,0.0,0.0
9,0.002703675675675676,0.0,0.0
9,0.0040550135135135135,0.0,0.0
9,0.005406351351351352,0.0,0.0
9,0.00675768918918919,0.0,0.0
9,0.008109027027027026,0.0,0.0
9,0.009460364864864864,0.0,0.0
9,0.010811702702702703,0.0,0.0
9,0.012163040540540541,0.0005,0.0004998749843710925
9,0.01351437837837838,0.0015,0.0008653756409791069
9,0.014865716216216216,0.0,0.0
9,0.016217054054054054,0.001,0.0007067531393633848
9,0.017568391891891893,0.0015,0.0008653756409791069
9,0.01891972972972973,0.0015,0.0008653756409791069
9,0.02027106756756757,0.0025,0.001116635571706365
9,0.021622405405405408,0.005,0.0015771810295587506
9,0.022973743243243246,0.0045,0.0014966211945579282
9,0.024325081081081085,0.005,0.0015771810295587506
9,0.025676418918918923,0.011,0.002332273568859365
9,0.02702775675675676,0.0105,0.002279226842593778
9,0.028379094594594596,0.011,0.002332273568859365
9,0.029730432432432435,0.0105,0.002279226842593778
9,0.031081770270270273,0.014,0.002627165773224065
9,0.03243310810810811,0.0155,0.0027622228367747597
9,0.03378444594594595,0.02,0.0031304951684997056
9,0.035135783783783785,0.022,0.003279939023823461
9,0.03648712162162163,0.0225,0.0033161536454151216
9,0.03783845945945946,0.0255,0.003524893615415932
9,0.0391897972972973,0.0305,0.0038451105315712316
9,0.04054113513513514,0.0285,0.0037207358143249033
9,0.04189247297297298,0.038,0.004275277768753745
9,0.043243810810810815,0.0465,0.004708383480558906
9,0.04459514864864865,0.046,0.00468422885862764
9,0.04594648648648649,0.052,0.004964675215963275
9,0.04729782432432433,0.062,0.005392402062161166
9,0.04864916216216217,0.0585,0.0052477495176503994
9,0.0500005,0.058,0.0052266624149642565
9,0.051351837837837845,0.0575,0.005205465877325487
9,0.05270317567567568,0.0765,0.005943389184631947
9,0.05405451351351352,0.077,0.0059611659933271445
9,0.05540585135135136,0.086,0.0062691307212403855
9,0.05675718918918919,0.0955,0.006571900410079264
9,0.058108527027027033,0.1045,0.006840312492861711
9,0.05945986486486487,0.104,0.0068258332824644935
9,0.06081120270270271,0.1055,0.006869124762296867
9,0.062162540540540545,0.096,0.006587260432076449
9,0.06351387837837838,0.105,0.006854742883580682
9,0.06486521621621621,0.119,0.0072401312142805815
9,0.06621655405405406,0.127,0.007445501997850783
9,0.0675678918918919,0.139,0.0077355995242773526
9,0.06891922972972973,0.135,0.007641171376170017
9,0.07027056756756757,0.1555,0.008103078118838545
9,0.07162190540540542,0.151,0.008006216334823834
9,0.07297324324324325,0.162,0.008238810593768981
9,0.07432458108108109,0.155,0.008092434738692676
9,0.07567591891891892,0.156,0.00811369213120636
9,0.07702725675675676,0.178,0.008553244998244818
9,0.0783785945945946,0.1985,0.008919017602852906
9,0.07972993243243244,0.2,0.00894427190999916
9,0.08108127027027028,0.186,0.008700689627839852
9,0.08243260810810811,0.2205,0.009270376205958419
9,0.08378394594594596,0.2155,0.009194012997597947
9,0.0851352837837838,0.219,0.009247675383576135
9,0.08648662162162163,0.2345,0.009473904949913736
9,0.08783795945945946,0.2355,0.009487880427155477
9,0.0891892972972973,0.2385,0.009529369076701773
9,0.09054063513513515,0.244,0.009603749267864087
9,0.09189197297297298,0.256,0.00975868843646522
9,0.09324331081081082,0.235,0.009480901855836289
9,0.09459464864864865,0.263,0.009844567029585404
9,0.0959459864864865,0.2655,0.009874455681200862
9,0.09729732432432434,0.269,0.009915618992276781
9,0.09864866216216217,0.2745,0.009978721110442961
9,0.1,0.2825,0.010067118505312231
